1,2,5
1,5,7
17,3,8
2,5,8
3,9,88
1,45,17
3,5,77
43,5,78
7,4,9
3,54,80
3,34,81
3,54,82
3,54,83
3,54,84
3,54,85
3,54,86
3,54,87
3,54,88
3,54,89
3,54,120
3,54,91
3,54,92
3,54,93
3,54,94
3,54,95
3,54,96
3,54,97
3,54,98
3,54,99
3,54,100
3,54,101
3,54,102
3,54,103
3,54,104
3,54,105
3,54,106
3,54,107
3,54,108
3,54,109
3,54,110
3,54,111
3,54,112
3,54,113
3,54,114
3,54,115
3,54,116
3,54,117
3,54,118
3,54,119
3,54,120
30,54,121
3,54,122
3,54,123
3,54,124
3,54,125
3,54,126
3,54,127
3,54,128
3,54,129
3,54,130
3,54,131
3,54,132
3,54,133
3,54,134
3,54,135
3,54,136
3,54,137
3,54,138
3,54,139
3,54,140
3,54,141
3,54,142
3,54,143
3,54,144
3,54,145
3,54,146
3,54,147
3,54,148
3,54,149
3,54,150
3,54,151
3,54,152
3,54,153
3,54,154
3,54,155
3,54,156
3,54,157
3,54,158
3,54,159
3,54,160
3,54,161
3,54,162
3,54,163
3,54,164
3,54,165
3,54,166
3,54,167
3,54,168
3,54,169
3,54,170
